Birth Rate,Business Tax Rate,CO2 Emissions,Country,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
0.031,36.3%,1063,Swaziland,60,,423,"$3,053,823,329",0.07,$190,104,0.075,0,0.132,47,47,0.3,1,0.406,0.562,0.032,1134977,0.218,"$32,000,000","$63,000,000"
0.042,43.9%,6150,Tanzania,26,,18306,"$16,825,547,176",0.057,$23,172,0.05,0,0.161,57,55,0.2,1,0.447,0.522,0.03,41119693,0.261,"$1,215,000,000","$616,000,000"
0.038,52.6%,1316,Togo,62,,2458,"$2,523,462,649",0.065,$28,270,0.065,0,,55,54,0.2,1,0.425,0.548,0.028,5834806,0.361,"$38,000,000","$59,000,000"
0.017,60.6%,23869,Tunisia,11,,9039,"$38,920,218,579",0.056,$217,268,0.018,0.2,,76,72,0.8,1,0.246,0.686,0.068,10225100,0.654,"$3,373,000,000","$530,000,000"
0.046,36.8%,3128,Uganda,28,,,"$12,292,813,801",0.094,$37,237,0.061,0,0.191,55,54,0.1,1,0.492,0.483,0.025,30728747,0.136,"$402,000,000","$220,000,000"
0.044,15.0%,1654,Zambia,33,,7399,"$11,541,420,981",0.06,$57,183,0.07,0,0.189,51,49,0.2,1,0.469,0.504,0.027,12109620,0.375,"$138,000,000","$98,000,000"
0.032,51.4%,10213,Zimbabwe,97,,9438,"$5,291,950,101",,,256,0.058,0.1,,46,47,0.1,1,0.415,0.546,0.038,12740160,0.337,"$365,000,000",
0.042,36.3%,1991,Afghanistan,9,,,"$9,843,851,009",0.1,$30,275,0.08,0,0.181,59,57,0.2,1,0.492,0.487,0.021,26349243,0.236,,
0.014,38.8%,5068,Armenia,17,,2853,"$9,206,301,700",0.043,$133,581,0.019,0.1,0.175,77,70,0.6,1,0.211,0.676,0.114,2989882,0.641,"$343,000,000","$345,000,000"
0.018,40.9%,41426,Azerbaijan,36,,12113,"$33,050,343,783",0.051,$192,952,0.039,0.1,0.191,73,67,0.5,1,0.243,0.693,0.063,8581300,0.528,"$317,000,000","$381,000,000"
0.022,37.0%,48467,Bangladesh,74,,26626,"$68,415,421,373",0.035,$16,400,0.046,0,0.16,69,68,0.2,1,0.333,0.623,0.044,146457067,0.282,"$76,000,000","$530,000,000"
0.022,40.8%,392,Bhutan,48,,244,"$1,196,091,806",0.05,$88,274,0.041,0.1,0.14,66,65,0.2,1,0.32,0.638,0.042,679365,0.325,"$47,000,000","$26,000,000"
0.018,37.4%,10176,Brunei Darussalam,116,,3227,"$12,247,694,247",0.023,$738,144,0.008,0.4,0.055,79,76,1,1,0.28,0.686,0.033,381440,0.743,"$233,000,000","$430,000,000"
0.026,21.5%,3484,Cambodia,86,,3482,"$8,639,164,917",0.045,$28,137,0.045,0,,72,66,0.2,1,0.341,0.612,0.046,13747288,0.194,"$1,169,000,000","$194,000,000"
0.012,81.2%,6791805,China,35,,2044606,"$3,494,055,942,162",0.044,$113,832,0.017,0.2,0.075,76,73,0.4,1,0.192,0.729,0.079,1317885000,0.452,"$41,126,000,000","$33,269,000,000"
0.013,38.6%,6190,Georgia,11,,3341,"$10,172,260,738",0.082,$188,387,0.019,0.1,0.171,77,70,0.6,1,0.176,0.678,0.146,4388400,0.526,"$440,000,000","$277,000,000"
0.01,24.1%,39963,"Hong Kong SAR, China",11,,14338,"$211,597,405,594",,,80,,0.6,0.068,85,79,1.6,1,0.132,0.744,0.124,6916300,1,"$18,237,000,000","$15,042,000,000"
0.022,72.7%,1611404,India,33,,604659,"$1,238,700,195,644",0.039,$40,271,0.052,0,0.13,66,63,0.2,1,0.314,0.638,0.049,1159095250,0.299,"$11,234,000,000","$10,690,000,000"
0.021,37.5%,375545,Indonesia,105,,182885,"$432,216,737,775",0.031,$58,266,0.031,0.1,0.139,71,67,0.4,1,0.3,0.651,0.049,230972808,0.475,"$5,831,000,000","$6,578,000,000"
0.009,52.5%,1251136,Japan,22,,515198,"$4,356,346,715,298",0.082,"$2,801",350,0.003,0.7,0.019,86,79,0.8,1,0.136,0.654,0.21,127770750,0.88,"$12,422,000,000","$37,261,000,000"
0.021,41.4%,220313,Kazakhstan,21,,66231,"$104,849,886,826",0.034,$233,271,0.025,0,,73,61,0.8,1,0.244,0.682,0.073,15484192,0.543,"$1,213,000,000","$1,396,000,000"
0.015,,70370,"Korea, Dem. Rep.",,,18300,,,,,0.026,,,72,65,,1,0.239,0.681,0.08,24111989,0.6,,
0.01,30.2%,495837,"Korea, Rep.",17,,222147,"$1,122,675,892,646",0.064,"$1,379",290,0.004,0.8,0.066,83,76,0.9,1,0.18,0.72,0.1,48597652,0.816,"$9,288,000,000","$24,449,000,000"
0.023,61.4%,5871,Kyrgyz Republic,21,,2726,"$3,802,566,171",0.069,$51,202,0.032,0.1,0.253,72,64,0.4,1,0.304,0.644,0.052,5268400,0.353,"$392,000,000","$215,000,000"
0.029,35.2%,1668,Lao PDR,93,,,"$4,222,945,530",0.042,$29,672,0.065,0,0.285,67,64,0.2,1,0.389,0.574,0.037,6013278,0.297,"$190,000,000","$14,000,000"
0.008,,1404,"Macao SAR, China",,,,"$18,054,684,854",,,,,0.5,0.078,82,77,1.6,1,0.15,0.778,0.071,493206,1,"$13,733,000,000","$777,000,000"
0.018,36.0%,205308,Malaysia,31,,69970,"$193,552,802,792",0.035,$256,166,0.007,0.6,0.064,76,72,0.9,1,0.292,0.663,0.045,26813819,0.684,"$17,948,000,000","$6,600,000,000"
0.022,9.3%,917,Maldives,9,,299,"$1,541,978,559",0.063,$315,,0.015,0.2,0.13,77,74,1,1,0.322,0.63,0.048,308239,0.363,"$1,515,000,000","$152,000,000"
0.022,39.8%,10092,Mongolia,13,,3114,"$4,234,894,168",0.057,$93,204,0.033,0.1,0.218,70,62,0.5,1,0.276,0.686,0.038,2595068,0.646,"$354,000,000","$227,000,000"
0.019,,12636,Myanmar,,,15595,,0.019,$7,,0.048,0,0.17,66,62,0,1,0.272,0.678,0.05,50828959,0.299,"$97,000,000","$39,000,000"
0.026,32.8%,2699,Nepal,31,,9308,"$10,325,618,017",0.055,$23,408,0.042,0,0.08,67,65,0.1,1,0.387,0.566,0.046,25950022,0.158,"$234,000,000","$402,000,000"
0.028,40.2%,158895,Pakistan,24,,83538,"$152,385,716,312",0.035,$31,560,0.078,0.1,0.118,66,65,0.4,1,0.37,0.588,0.042,163928329,0.354,"$912,000,000","$2,083,000,000"
0.026,49.1%,69669,Philippines,47,,38514,"$149,359,920,006",0.039,$65,195,0.027,0.1,0.087,71,64,0.6,1,0.364,0.601,0.035,88875548,0.461,"$5,520,000,000","$2,055,000,000"
0.01,23.2%,17866,Singapore,5,,21819,"$179,981,089,531",0.035,"$1,333",80,0.002,0.7,0.053,83,78,1.3,1,0.184,0.731,0.085,4588600,1,"$9,066,000,000","$13,409,000,000"
0.019,61.7%,12457,Sri Lanka,40,,9261,"$32,351,184,234",0.037,$59,256,0.011,0,0.171,77,70,0.4,1,0.252,0.675,0.073,20039000,0.184,"$750,000,000","$709,000,000"
0.031,80.0%,3223,Tajikistan,62,,2583,"$3,719,497,371",0.053,$28,224,0.05,0.1,0.227,70,63,0.3,1,0.37,0.594,0.036,7111025,0.265,"$16,500,000","$6,600,000"
0.012,37.4%,262205,Thailand,33,,104886,"$246,976,870,173",0.036,$133,264,0.014,0.2,0.071,76,70,0.8,1,0.212,0.707,0.082,66076927,0.401,"$20,623,000,000","$6,887,000,000"
0.037,48.4%,183,Timor-Leste,158,,61,"$558,700,000",0.08,$41,640,0.059,0,0.15,66,63,0.1,1,0.477,0.494,0.029,1015482,0.276,"$26,000,000","$5,000,000"
0.022,,53516,Turkmenistan,,,22367,"$12,664,165,103",0.021,$113,,0.055,0,,69,61,0.1,1,0.311,0.645,0.044,4858236,0.476,,
0.023,90.3%,116944,Uzbekistan,15,,48718,"$22,311,393,928",0.054,$46,196,0.044,0.1,,71,64,0.2,1,0.317,0.637,0.046,26868000,0.364,"$51,000,000",
0.017,39.9%,113651,Vietnam,39,,45777,"$77,414,425,532",0.071,$58,1050,0.022,0.2,0.112,80,70,0.5,1,0.254,0.68,0.066,84221100,0.285,"$3,750,000,000","$1,220,000,000"
0.013,45.9%,4056,Albania,36,,2025,"$10,701,011,856",0.064,$218,364,0.017,0.2,0.141,80,73,0.7,1,0.25,0.658,0.092,2940880,0.489,"$1,479,000,000","$1,331,000,000"
0.01,,539,Andorra,,,,"$3,245,411,584",0.062,"$3,012",,0.003,0.7,,,,0.8,1,,,,81292,0.894,,
0.009,52.4%,69141,Austria,25,,33393,"$375,042,040,684",0.103,"$4,636",170,0.004,0.7,,83,77,1.2,1,0.155,0.678,0.167,8300788,0.658,"$21,088,000,000","$12,825,000,000"
0.011,120.8%,60282,Belarus,48,,28039,"$45,275,711,996",0.064,$304,987,0.006,0.2,0.086,76,65,0.7,1,0.15,0.705,0.145,9560000,0.733,"$479,000,000","$724,000,000"
0.012,57.3%,103215,Belgium,4,,57019,"$459,619,168,192",0.095,"$4,136",156,0.004,0.6,0.086,83,77,1,1,0.169,0.659,0.172,10625700,0.975,"$12,371,000,000","$19,215,000,000"
0.008,42.8%,27884,Bosnia and Herzegovina,63,,5305,"$15,280,615,815",0.086,$341,368,0.007,0.3,0.072,78,73,0.6,1,0.184,0.676,0.14,3868665,0.392,"$804,000,000","$264,000,000"
0.01,35.8%,52812,Bulgaria,32,,20117,"$42,113,656,147",0.068,$375,616,0.012,0.3,0.1,76,69,1.3,1,0.133,0.689,0.177,7545338,0.713,"$4,181,000,000","$2,142,000,000"
0.009,21.4%,24389,Croatia,22,,9325,"$59,319,390,298",0.075,"$1,008",196,0.005,0.4,0.093,79,72,1.2,1,0.157,0.67,0.173,4436000,0.568,"$9,601,000,000","$1,025,000,000"
0.012,,8196,Cyprus,,,2437,"$21,841,815,681",0.061,"$1,691",,0.004,0.4,0.067,81,77,0.9,1,0.19,0.7,0.11,1063095,0.68,"$3,108,000,000","$1,554,000,000"
0.011,47.7%,123948,Czech Republic,17,,45845,"$180,478,622,230",0.065,"$1,144",808,0.004,0.5,0.058,80,74,1.3,1,0.143,0.712,0.145,10298828,0.735,"$7,775,000,000","$3,704,000,000"
0.012,32.0%,50253,Denmark,6,,19763,"$311,417,554,326",0.1,"$5,710",135,0.004,0.9,,81,76,1.2,1,0.185,0.659,0.156,5461438,0.863,"$5,978,000,000","$8,830,000,000"
0.012,48.4%,18845,Estonia,7,,5624,"$21,993,674,015",0.051,$835,81,0.005,0.7,0.065,79,67,1.3,1,0.151,0.678,0.172,1340680,0.685,"$1,416,000,000","$804,000,000"
0.014,,774,Faeroe Islands,,,,"$2,278,229,880",,,,,0.8,,83,78,1.1,1,,,,49554,0.403,,
0.011,47.8%,63982,Finland,14,,36803,"$246,127,525,620",0.08,"$3,751",269,0.003,0.8,,83,76,1.1,1,0.17,0.668,0.163,5288720,0.832,"$4,287,000,000","$4,812,000,000"
0.013,65.0%,375882,France,7,,263542,"$2,582,391,514,260",0.109,"$4,413",132,0.004,0.7,,85,78,0.9,1,0.184,0.651,0.165,64012572,0.776,"$63,701,000,000","$46,029,000,000"
0.008,49.0%,784016,Germany,18,,330719,"$3,323,809,686,746",0.105,"$4,231",196,0.004,0.8,,82,77,1.2,1,0.139,0.662,0.198,82266372,0.737,"$49,332,000,000","$96,549,000,000"
0.01,48.9%,98246,Greece,38,,30217,"$305,431,981,541",0.098,"$2,682",264,0.004,0.4,,82,77,1.1,1,0.144,0.668,0.188,11163002,0.752,"$15,687,000,000","$3,430,000,000"
0.01,55.3%,55859,Hungary,16,,26729,"$136,102,020,867",0.077,"$1,038",340,0.007,0.5,0.091,77,69,1.1,1,0.151,0.689,0.161,10055780,0.674,"$5,628,000,000","$3,088,000,000"
0.015,26.2%,2310,Iceland,5,,4836,"$20,428,232,684",0.093,"$6,182",140,0.002,0.9,0.193,83,80,1.1,1,0.215,0.666,0.118,311566,0.933,"$848,000,000","$1,336,000,000"
0.016,25.3%,44583,Ireland,13,,15120,"$259,574,331,428",0.079,"$4,733",76,0.004,0.6,,82,77,1.2,1,0.208,0.681,0.111,4398942,0.61,"$9,263,000,000","$8,785,000,000"
0.011,,,Isle of Man,,,,"$4,075,664,785",,,,,,,,,,1,,,,81812,0.519,,
0.01,75.4%,462676,Italy,13,,179599,"$2,127,181,952,205",0.085,"$3,058",340,0.004,0.4,0.063,84,79,1.5,1,0.141,0.66,0.199,58438310,0.68,"$46,144,000,000","$32,754,000,000"
0.019,,,Kosovo,,,2045,"$4,743,437,689",,,,,,0.141,71,67,,1,,,,1733404,,,
0.011,36.4%,7928,Latvia,16,,4796,"$28,765,687,042",0.07,$883,279,0.01,0.6,0.109,77,66,1,1,0.142,0.68,0.178,2200325,0.679,"$881,000,000","$1,021,000,000"
0.01,,,Liechtenstein,,,,"$4,602,346,923",,,,,0.7,,84,79,0.9,1,,,,35308,0.146,,
0.01,46.2%,15137,Lithuania,26,,9460,"$39,325,985,931",0.062,$725,166,0.007,0.5,0.069,77,65,1.5,1,0.159,0.688,0.154,3231294,0.668,"$1,192,000,000","$1,168,000,000"
0.011,20.0%,10869,Luxembourg,26,,4209,"$51,320,661,751",0.068,"$7,326",59,0.002,0.8,,82,77,1.4,1,0.182,0.675,0.143,479993,0.874,"$4,032,000,000","$3,476,000,000"
0.011,20.3%,11379,"Macedonia, FYR",15,,3045,"$8,159,825,620",0.07,$272,192,0.011,0.4,0.102,77,72,0.9,1,0.187,0.699,0.114,2096620,0.572,"$219,000,000","$147,000,000"
0.009,,2725,Malta,,,878,"$7,513,834,700",0.085,"$1,580",,0.006,0.5,0.062,82,78,0.9,1,0.164,0.698,0.138,406724,0.941,"$1,185,000,000","$284,000,000"
0.012,42.5%,4686,Moldova,23,,3342,"$4,402,495,921",0.109,$134,234,0.017,0.2,0.188,72,64,0.5,1,0.177,0.71,0.113,3576910,0.451,"$229,000,000","$290,000,000"
,,,Monaco,,,,"$5,974,371,696",0.034,"$5,671",,0.004,0.6,,,,0.6,1,,,,35013,1,,
0.013,30.4%,2252,Montenegro,24,,1086,"$3,673,382,212",0.07,$414,372,0.008,0.3,0.092,76,72,1.5,1,0.199,0.673,0.128,617800,0.626,"$660,000,000","$58,000,000"
0.011,41.8%,171766,Netherlands,8,,79350,"$782,567,278,575",0.108,"$5,150",180,0.004,0.9,0.046,82,78,1.2,1,0.181,0.674,0.144,16381696,0.845,"$19,922,000,000","$19,477,000,000"
0.012,41.1%,45089,Norway,7,,27547,"$393,479,385,840",0.095,"$7,978",87,0.003,0.9,0.066,83,78,1.1,1,0.193,0.66,0.147,4709153,0.782,"$5,322,000,000","$13,256,000,000"
0.01,43.4%,315637,Poland,31,,96824,"$425,321,502,151",0.063,$706,418,0.006,0.5,,80,71,1.1,1,0.156,0.71,0.133,38120560,0.612,"$11,686,000,000","$8,342,000,000"
0.01,42.9%,60865,Portugal,6,,25302,"$231,741,732,391",0.1,"$2,185",328,0.003,0.4,,82,75,1.3,1,0.154,0.671,0.175,10542964,0.587,"$12,917,000,000","$4,864,000,000"
0.01,45.6%,100960,Romania,9,,39757,"$170,616,958,884",0.052,$414,202,0.015,0.3,0.133,76,69,0.9,1,0.15,0.701,0.149,20882982,0.534,"$2,073,000,000","$1,725,000,000"
0.011,51.2%,1667598,Russian Federation,29,,672591,"$1,299,705,247,686",0.054,$487,448,0.012,0.2,0.1,74,61,1.2,1,0.147,0.716,0.137,142114903,0.736,"$12,427,000,000","$23,248,000,000"
0.009,,,San Marino,,,,"$1,687,653,983",0.05,"$3,872",,0.003,0.5,0.076,85,80,0.6,1,,,,30377,0.94,,
0.009,35.8%,52251,Serbia,23,,16602,"$38,952,093,544",0.104,$547,279,0.007,0.3,0.111,76,71,1,1,0.176,0.686,0.139,7381579,0.551,"$1,016,000,000","$1,202,000,000"
0.01,47.3%,36600,Slovak Republic,27,,17850,"$84,108,560,088",0.078,"$1,078",325,0.008,0.6,0.08,78,71,1.1,1,0.159,0.722,0.119,5374622,0.553,"$2,352,000,000","$1,825,000,000"
0.01,38.4%,16212,Slovenia,60,,7321,"$47,349,639,895",0.079,"$1,850",260,0.003,0.6,0.059,82,75,1,1,0.14,0.7,0.16,2018122,0.503,"$2,465,000,000","$1,260,000,000"
0.011,62.1%,358237,Spain,47,,143836,"$1,441,427,520,487",0.085,"$2,752",298,0.004,0.6,,84,78,1.1,1,0.146,0.686,0.168,45226803,0.777,"$65,020,000,000","$24,355,000,000"
0.012,53.7%,48060,Sweden,16,,50060,"$462,512,853,670",0.089,"$4,526",122,0.003,0.8,,83,79,1.1,1,0.169,0.656,0.175,9148092,0.846,"$12,259,000,000","$14,336,000,000"
0.01,27.9%,38019,Switzerland,18,,25760,"$450,529,673,716",0.102,"$6,126",63,0.004,0.8,0.032,84,79,1.1,1,0.157,0.681,0.162,7551117,0.736,"$14,721,000,000","$12,298,000,000"
0.019,44.3%,284658,Turkey,6,,100005,"$647,155,131,952",0.06,$558,223,0.023,0.3,,77,70,0.9,1,0.278,0.655,0.068,69496513,0.69,"$21,662,000,000","$4,254,000,000"
0.01,56.6%,327595,Ukraine,27,,137343,"$142,719,009,901",0.064,$194,2085,0.012,0.1,0.139,74,63,1.2,1,0.141,0.698,0.161,46509350,0.681,"$5,320,000,000","$4,022,000,000"
0.013,34.5%,528906,United Kingdom,13,,210993,"$2,857,082,734,449",0.085,"$3,953",105,0.005,0.8,0.055,82,77,1.2,1,0.177,0.662,0.161,61322463,0.805,"$48,193,000,000","$86,747,000,000"
0.018,14.7%,22398,Bahrain,9,,8962,"$21,730,590,263",0.036,$648,36,0.009,0.3,0.083,77,75,1.1,1,0.233,0.746,0.021,1032353,0.884,"$1,854,000,000","$671,000,000"
0.019,44.2%,539790,"Iran, Islamic Rep.",28,,190620,"$286,057,933,326",0.051,$220,344,0.019,0.1,0.12,74,70,0.4,1,0.242,0.707,0.051,71809219,0.689,"$1,950,000,000","$7,335,000,000"
0.034,27.8%,62834,Iraq,32,,23696,"$88,837,727,881",0.037,$95,312,0.032,0,0.195,72,66,0.5,1,0.417,0.548,0.034,28740630,0.689,"$555,000,000","$705,000,000"
0.021,35.2%,66424,Israel,20,,20700,"$174,967,936,224",0.075,"$1,730",230,0.004,0.5,0.069,82,88,1.3,1,0.275,0.623,0.102,7180100,0.916,"$4,405,000,000","$4,669,000,000"
0.03,31.1%,21540,Jordan,13,,7209,"$17,110,610,000",0.083,$252,136,0.019,0.2,0.087,75,71,0.8,1,0.368,0.6,0.033,5661000,0.817,"$2,754,000,000","$1,024,000,000"
0.021,10.7%,75236,Kuwait,35,,26389,"$114,721,830,986",0.021,$954,98,0.01,0.3,0.085,75,73,0.6,1,0.254,0.718,0.028,2554920,0.982,"$530,000,000","$7,267,000,000"
0.013,35.4%,14972,Lebanon,46,,4206,"$24,577,114,428",0.08,$480,180,0.011,0.2,0.103,80,76,0.3,1,0.266,0.655,0.078,4139813,0.868,"$5,796,000,000","$3,914,000,000"
0.022,12.0%,44587,Oman,35,,17583,"$41,901,170,689",0.025,$403,62,0.01,0.2,0.073,77,73,1,1,0.327,0.649,0.024,2569739,0.735,"$905,000,000","$952,000,000"
0.013,11.3%,67242,Qatar,7,,22790,"$79,712,085,615",0.023,"$1,600",36,0.008,0.4,0.074,79,77,1.1,1,0.183,0.805,0.012,1152459,0.98,,
0.022,14.5%,393535,Saudi Arabia,20,,144109,"$415,909,018,143",0.037,$566,79,0.016,0.3,,76,73,1.1,1,0.328,0.642,0.03,25915624,0.814,"$6,907,000,000","$21,031,000,000"
0.026,43.3%,57429,Syrian Arab Republic,43,,22803,"$40,405,006,007",0.038,$79,336,0.015,0.1,0.102,77,73,0.3,1,0.373,0.592,0.035,19561477,0.545,"$2,972,000,000","$710,000,000"
0.016,14.4%,139405,United Arab Emirates,18,,51975,"$257,916,140,791",0.025,"$1,184",12,0.008,0.6,,77,75,1.3,1,0.162,0.833,0.005,5797347,0.83,"$6,072,000,000","$11,273,000,000"
0.034,47.9%,21712,"Yemen, Rep.",63,,7014,"$25,633,674,564",0.049,$57,248,0.052,0.1,0.18,63,61,0.2,1,0.442,0.532,0.026,21182162,0.3,"$425,000,000","$247,000,000"
,,,American Samoa,,,,,,,,,,,,,,1,,,,57919,0.879,,
0.014,50.1%,377235,Australia,3,,118655,"$853,854,910,890",0.086,"$3,956",107,0.005,0.7,0.082,84,79,1,1,0.193,0.676,0.131,20827600,0.883,"$25,624,000,000","$20,429,000,000"
0.023,41.5%,1203,Fiji,46,,524,"$3,405,050,612",0.037,$152,140,0.02,0.1,0.09,72,66,0.6,1,0.296,0.66,0.044,835392,0.507,"$725,000,000","$130,000,000"
0.018,,843,French Polynesia,,,,,,,,,0.3,,77,73,0.7,1,0.26,0.683,0.057,260361,0.568,"$537,000,000","$153,000,000"
0.019,,,Guam,,,,,,,,,0.5,,80,75,,1,0.288,0.645,0.067,158331,0.938,,
0.024,31.8%,51,Kiribati,31,,11,"$123,005,090",0.121,$160,120,0.05,0.1,,70,64,0,1,0.357,0.606,0.037,93401,0.436,"$4,000,000","$9,100,000"
0.035,64.8%,99,Marshall Islands,17,,32,"$149,739,017",0.196,$587,128,0.032,0,,,,,1,,,,52150,0.705,"$4,500,000",
0.025,58.7%,99,"Micronesia, Fed. Sts.",16,,,"$255,890,836",0.12,$292,128,0.035,0.1,0.14,69,67,0.3,1,0.382,0.579,0.039,105097,0.223,"$25,000,000","$7,000,000"
0.017,,2945,New Caledonia,,,,,,,,,0.4,,80,72,0.7,1,0.255,0.665,0.08,242400,0.653,"$142,000,000","$149,000,000"
0.015,35.5%,33648,New Zealand,12,,17123,"$135,294,884,584",0.085,"$2,694",172,0.005,0.7,0.086,82,78,1,1,0.211,0.666,0.123,4228300,0.861,"$5,413,000,000","$3,077,000,000"
0.032,41.5%,4903,Papua New Guinea,51,,,"$6,329,292,929",0.042,$41,207,0.054,0,0.098,63,59,0,1,0.397,0.576,0.027,6397623,0.131,"$4,500,000","$81,000,000"
0.029,19.8%,161,Samoa,35,,58,"$490,916,835",0.059,$164,224,0.016,0,0.127,75,68,0.5,1,0.39,0.56,0.049,182240,0.208,"$102,000,000","$19,800,000"
0.034,26.1%,198,Solomon Islands,56,,64,"$516,209,150",0.056,$67,80,0.029,0,0.141,68,65,0,1,0.411,0.558,0.031,492148,0.187,"$37,800,000","$35,600,000"
0.028,27.5%,154,Tonga,32,,58,"$301,064,027",0.069,$205,164,0.013,0.1,0.122,75,69,0.5,1,0.379,0.561,0.06,102289,0.232,"$15,200,000","$19,200,000"
0.028,8.4%,95,Vanuatu,47,,35,"$526,425,740",0.037,$88,120,0.017,0.1,0.082,72,68,0.1,1,0.391,0.573,0.036,220001,0.237,"$142,000,000","$13,000,000"
0.018,46.2%,444,Antigua and Barbuda,21,,146,"$1,289,259,236",0.046,$698,184,0.01,0.3,0.104,77,72,1.3,1,0.276,0.651,0.073,84397,0.28,"$338,000,000","$52,000,000"
0.017,107.6%,180416,Argentina,30,,73673,"$329,761,480,067",0.082,$548,453,0.014,0.3,0.111,79,71,1,1,0.257,0.639,0.104,39331357,0.904,"$4,984,000,000","$5,063,000,000"
0.012,,2358,Aruba,,,,"$2,623,726,257",,,,,0.3,0.11,77,72,1.1,1,0.212,0.696,0.092,101219,0.441,"$1,213,000,000","$270,000,000"
0.015,44.9%,1547,"Bahamas, The",31,,709,"$8,318,996,000",0.071,"$1,721",58,0.012,0.3,0.055,77,71,1.1,1,0.242,0.693,0.065,342049,0.824,"$2,198,000,000","$538,000,000"
0.013,,1426,Barbados,,,401,"$4,513,250,000",0.075,$928,,0.014,0.6,0.108,77,72,0.9,1,0.2,0.694,0.106,276277,0.326,"$1,224,000,000","$290,000,000"
0.026,34.8%,425,Belize,44,,178,"$1,290,500,000",0.048,$215,147,0.017,0.1,0.143,76,70,0.4,1,0.37,0.59,0.04,286196,0.458,"$289,000,000","$46,000,000"
0.013,,517,Bermuda,,,,"$5,895,048,000",,,,,0.7,,82,76,1.1,1,,,,64888,1,"$569,000,000","$453,000,000"
0.028,80.0%,12757,Bolivia,50,,5372,"$13,120,183,157",0.047,$64,1080,0.04,0.1,0.129,68,63,0.3,1,0.374,0.58,0.045,9676456,0.651,"$326,000,000","$385,000,000"
0.017,69.0%,363213,Brazil,149,,235460,"$1,366,823,994,659",0.085,$609,2600,0.018,0.3,0.437,76,69,0.6,1,0.268,0.668,0.064,189996976,0.834,"$5,284,000,000","$10,434,000,000"
0.011,44.3%,560802,Canada,3,,271728,"$1,457,872,837,626",0.1,"$4,330",119,0.005,0.7,0.061,83,78,0.6,1,0.171,0.695,0.134,32887928,0.804,"$17,961,000,000","$31,099,000,000"
0.014,,612,Cayman Islands,,,,,,,,,0.5,,,,2,1,,,,51472,1,"$481,000,000","$132,000,000"
0.015,25.1%,71154,Chile,27,,30565,"$173,006,275,030",0.064,$665,316,0.008,0.4,0.087,82,76,0.8,1,0.237,0.678,0.085,16668892,0.879,"$2,226,000,000","$2,042,000,000"
0.021,84.2%,63439,Colombia,42,,27919,"$207,520,150,283",0.063,$291,268,0.017,0.2,0.154,77,69,0.8,1,0.3,0.648,0.052,44498390,0.742,"$2,262,000,000","$2,093,000,000"
0.017,55.2%,8573,Costa Rica,77,,4508,"$26,321,999,607",0.084,$525,402,0.009,0.3,0.128,81,76,0.3,1,0.266,0.673,0.061,4463226,0.682,"$2,221,000,000","$751,000,000"
0.011,,26736,Cuba,,,10137,"$58,603,500,000",0.104,$587,,0.005,0.1,,80,76,0,1,0.186,0.699,0.115,11301674,0.763,"$2,415,000,000",
0.013,,,Curacao,,,,,,,,,,,79,72,,1,0.203,0.671,0.126,143026,0.903,"$329,000,000","$223,000,000"
,37.0%,150,Dominica,14,,43,"$412,592,593",0.051,$298,147,0.012,0.4,0.092,,,1.3,1,,,,70795,0.672,"$74,000,000","$11,000,000"
0.023,39.5%,21430,Dominican Republic,22,,7058,"$41,320,673,508",0.05,$212,286,0.028,0.2,0.158,75,69,0.6,1,0.323,0.619,0.058,9615015,0.7,"$4,064,000,000","$531,000,000"
0.023,35.3%,30759,Ecuador,65,,11332,"$51,007,777,000",0.067,$241,600,0.023,0.1,,78,72,0.7,1,0.32,0.622,0.058,14268397,0.621,"$626,000,000","$733,000,000"
0.021,34.7%,6898,El Salvador,22,,4479,"$20,104,900,000",0.063,$207,320,0.018,0.1,,76,66,1,1,0.343,0.592,0.065,6122952,0.627,"$793,000,000","$363,000,000"
0.015,,616,Greenland,,,,"$2,121,759,848",,,,,0.6,,72,68,1.2,1,,,,56555,0.835,,
0.019,45.3%,238,Grenada,20,,81,"$758,888,875",0.061,$448,140,0.012,0.2,0.098,74,69,0.5,1,0.287,0.638,0.075,103586,0.358,"$129,000,000","$16,000,000"
0.034,36.5%,12636,Guatemala,34,,8528,"$34,113,106,486",0.072,$184,344,0.031,0.1,0.128,74,67,0.9,1,0.426,0.531,0.043,13317931,0.48,"$1,055,000,000","$737,000,000"
0.022,39.0%,1566,Guyana,37,,500,"$1,740,334,782",0.039,$89,288,0.034,0.1,0.146,68,62,0.7,1,0.372,0.592,0.035,770407,0.282,"$50,000,000","$58,000,000"
0.028,40.4%,2391,Haiti,202,,2509,"$5,885,325,590",0.054,$34,184,0.063,0.1,0.231,62,59,0.3,1,0.373,0.584,0.043,9513714,0.474,"$190,000,000","$331,000,000"
0.028,44.0%,8779,Honduras,21,,4692,"$12,275,491,273",0.079,$136,424,0.024,0.1,0.166,74,70,0.6,1,0.386,0.572,0.042,7178436,0.498,"$547,000,000","$309,000,000"
